"headword","pos","pos_number","CEFR","pos_0","pos_1","pos_2","pos_3","pos_4","pos_5","pos_6","pos_7","pos_8","pos_9","pos_10","pos_11","pos_12","pos_13","pos_14","pos_other","tag","proficiency","answer","last_check","last_check_string"
"energy","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"enforce","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"engage","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"engaged","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"engagement","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"engine","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"engineer","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"engineering","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"Englishman","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"engulf","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"enhance","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"enjoy","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"enjoyable","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"enjoyment","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"enormous","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"enough","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"enough","determiner",8,"A2",,,,,,,,,"O",,,,,,,,,,,,
"enough","pronoun",6,"A2",,,,,,,"O",,,,,,,,,,,,,,
"enquire","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"enquiry","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"enrich","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"enrol","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"enroll","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"ensure","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"enter","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"enterprise","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"entertain","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"entertainer","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"entertaining","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"entertainment","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"enthusiasm","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"enthusiast","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"enthusiastic","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"enthusiastically","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"entire","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"entirely","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"entitle","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"entrance","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"entrepreneur","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"entry","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"envelope","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"environment","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"environmental","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"environmentalist","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"environmentally","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"environmentally friendly","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"envy","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"envy","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"episode","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"equal","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"equal","noun",0,"B2","O",,,,,,,,,,,,,,,,,,,,
"equal","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"equality","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"equally","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"equation","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"equip","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"equipment","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"equity","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"era","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"erect","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"error","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"erupt","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"eruption","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"escalator","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"escape","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"escape","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"especially","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"essay","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"essayist","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"essence","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"essential","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"essentially","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"establish","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"establishment","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"estate","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"estimate","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"estimate","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"estimated","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"eternal","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"eternally","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"eternity","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"ethic","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"ethnic","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"euro","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"evacuate","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"evacuation","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"evaluate","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"evaluation","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"even","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"even","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,,,,
"evening","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"evenly","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"event","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"eventually","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"ever","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"everlasting","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"every","determiner",8,"A1",,,,,,,,,"O",,,,,,,,,-2,,,
"everybody","pronoun",6,"A1",,,,,,,"O",,,,,,,,,,,-2,"誰でも",,
"everyday","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"everyone","pronoun",6,"A1",,,,,,,"O",,,,,,,,,,,-2,"誰でも",,
"everything","pronoun",6,"A1",,,,,,,"O",,,,,,,,,,,-2,"どれでも",,
"everywhere","adverb",4,"A1",,,,,"O",,,,,,,,,,,,,-2,,,
"evidence","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"evident","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"evidently","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"evil","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"evil","noun",0,"B2","O",,,,,,,,,,,,,,,,,,,,
"evolution","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"evolve","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"exact","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"exactly","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"exactness","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"exaggerate","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"exaggeration","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"exalt","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"exam","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"examination","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"examine","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"examinee","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"examiner","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"example","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"exceed","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"excel","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"excellence","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"excellent","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"except","conjunction",5,"A2",,,,,,"O",,,,,,,,,,,,-2,,,
"except","preposition",3,"A2",,,,"O",,,,,,,,,,,,,,,,,
"exception","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"exceptional","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"exceptionally","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"excess","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"excessive","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"exchange","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"exchange","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"exchange rate","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"excited","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"excitedly","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"excitement","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"exciting","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"exclaim","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"exclamation mark","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"exclude","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"exclusion","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"exclusive","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"exclusively","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"excursion","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"excuse","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"excuse","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"execute","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"execution","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"executive","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"executive","noun",0,"B2","O",,,,,,,,,,,,,,,,,,,,
"exercise","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"exercise","verb",1,"A1",,"O",,,,,,,,,,,,,,,,,,,
"exhaust","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"exhausted","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"exhausting","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"exhaustion","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"exhibit","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"exhibition","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"exile","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"exist","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"existence","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"existing","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"exit","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"exit","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"exotic","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"expand","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"expansion","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"expect","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"expectation","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"expected","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"expedition","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"expense","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"expensive","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"experience","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"experience","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"experienced","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"experiment","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"experiment","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"expert","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"expert","noun",0,"A2","O",,,,,,,,,,,,,,,,,,,,
"explain","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"explanation","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"explode","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"exploit","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"exploration","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"explore","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"explorer","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"explosion","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"explosive","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"explosive","noun",0,"B2","O",,,,,,,,,,,,,,,,,,,,
"export","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"export","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"expose","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"express","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"express","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"expression","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"expressive","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"exquisite","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"extend","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"extension","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"extensive","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"extensively","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"extent","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"external","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"extinct","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"extinction","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"extra","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"extra","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,,,,
"extra","noun",0,"B1","O",,,,,,,,,,,,,,,,,,,,
"extract","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"extract","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"extraordinarily","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"extraordinary","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"extreme","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"extreme sports","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"extremely","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"exultant","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"eye","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"eyebrow","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"eyelash","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"eyelid","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"eyesight","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"fabric","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"fabulous","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"face","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"face","verb",1,"A2",,"O",,,,,,,,,,,,,,,,,,,
"face to face","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"face-to-face","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"facilitate","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"facilities","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"facility","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"fact","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"factor","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"factory","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"faculty","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"fade","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"fail","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"failure","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"faint","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"faint","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"fair","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"fair","noun",0,"B1","O",,,,,,,,,,,,,,,,,,,,
"fairly","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"fairy","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"faith","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"faithful","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"fake","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"fall","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"fall","verb",1,"A2",,"O",,,,,,,,,,,,,,,,,,,
"fallen","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"false","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"falter","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"fame","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"familiar","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"familiarise","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"familiarize","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"family","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"famous","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"fan","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"fancy","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"fancy","noun",0,"B1","O",,,,,,,,,,,,,,,,,,,,
"fancy","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"fantastic","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"fantastically","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"fantasy","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"far","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"far","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,,,,
"faraway","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"fare","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"farewell","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"farm","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"farmer","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"farming","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"farmland","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"farther","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"farthest","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"fascinate","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"fascinated","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"fascinating","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"fascination","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"fashion","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"fashionable","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"fast","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"fast","adverb",4,"A1",,,,,"O",,,,,,,,,,,,,,,,
"fast food","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"fasten","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"fat","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"fat","noun",0,"B2","O",,,,,,,,,,,,,,,,,,,,
"fatal","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"fate","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"father","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"father-in-law","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"fault","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"faulty","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"favor","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"favorable","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"favorite","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"favorite","noun",0,"A1","O",,,,,,,,,,,,,,,,,,,,
"favour","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"favourable","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"favourite","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"favourite","noun",0,"A1","O",,,,,,,,,,,,,,,,,,,,
"fax","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"fax","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"fear","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"fear","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"fearsome","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"feast","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"feat","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"feather","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"feature","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"feature","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"February","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"2月",,
"fed up","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"federal","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"fee","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"feed","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"feed","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"feedback","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"feel","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"feel","verb",1,"A1",,"O",,,,,,,,,,,,,,,,,,,
"feeling","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"fellow","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"fellow","noun",0,"B1","O",,,,,,,,,,,,,,,,,,,,
"female","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"female","noun",0,"B2","O",,,,,,,,,,,,,,,,,,,,
"fence","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"ferry","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"ferryboat","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"festival","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"festive","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"fetch","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"fever","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"feverishly","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"few","determiner",8,"A2",,,,,,,,,"O",,,,,,,,,-2,,,
"few","pronoun",6,"B1",,,,,,,"O",,,,,,,,,,,,,,
"fiber","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"fibre","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"fiction","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"fictional","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"field","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"fierce","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"fifteen","number",7,"A1",,,,,,,,"O",,,,,,,,,,-2,"15",,
"fifth","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"fifty","number",7,"A1",,,,,,,,"O",,,,,,,,,,-2,"50",,
"fight","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"fight","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"fighter","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"fighting","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"figurative","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"figure","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"figure","verb",1,"A2",,"O",,,,,,,,,,,,,,,,,,,
"file","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"file","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"filial","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"fill","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"filling","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"film","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"film","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
